,budget,company,country,director,genre,gross,name,rating,star,year
2602,12000000,JLT Productions,USA,Manny Coto,Adventure,7015240,Star Kid,PG,Joseph Mazzello,1997
2603,16000000,High School Sweethearts,USA,Ken Kwapis,Comedy,11486880,The Beautician and the Beast,PG,Fran Drescher,1997
2605,7000000,"Rank Organisation, The",UK,John Duigan,Drama,106292,Lawn Dogs,R,Sam Rockwell,1997
2606,18000000,Paramount Pictures,USA,Keith Samples,Comedy,3247524,A Smile Like Yours,R,Greg Kinnear,1997
2608,1000000,Lakeshore Entertainment,USA,Scott Winant,Romance,3478370,'Til There Was You,PG-13,Jeanne Tripplehorn,1997
2609,16000000,Samson Productions Pty. Ltd.,Australia,Bruce Beresford,Drama,1921471,Paradise Road,R,Glenn Close,1997
2612,2700000,Clinica Estetico,USA,Victor Nunez,Drama,9054736,Ulee's Gold,R,Peter Fonda,1997
2615,45000000,Cinergi Pictures Entertainment,USA,George P. Cosmatos,Action,2154540,Shadow Conspiracy,R,Charlie Sheen,1997
2616,71000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Butler,Action,11466088,Turbulence,R,Ray Liotta,1997
2617,25000000,Ivory Way Productions,USA,David Hogan,Action,6320276,Most Wanted,R,Keenen Ivory Wayans,1997
2622,3000000,Gruber Bros,UK,Stefan Schwartz,Comedy,302204,Shooting Fish,PG,Dan Futterman,1997
2623,5000000,CiBy 2000,France,Wim Wenders,Drama,283033,The End of Violence,R,Traci Lind,1997
2625,4000000,Bates Entertainment,USA,Stephen Kay,Biography,46362,The Last Time I Committed Suicide,R,Thomas Jane,1997
2631,10000000,Cinergi Pictures Entertainment,USA,Arthur Hiller,Comedy,45779,An Alan Smithee Film: Burn Hollywood Burn,R,Ryan O'Neal,1997
2638,4500000,First Floor Features,Netherlands,Mike van Diem,Crime,713413,Character,R,Pavlik Jansen op de Haar,1997
2640,70000000,DreamWorks,USA,Steven Spielberg,Drama,216540909,Saving Private Ryan,R,Tom Hanks,1998
2641,15000000,Polygram Filmed Entertainment,USA,Joel Coen,Comedy,17451873,The Big Lebowski,R,Jeff Bridges,1998
2642,7500000,New Line Cinema,USA,Tony Kaye,Crime,6719864,American History X,R,Edward Norton,1998
2643,90000000,Walt Disney Feature Animation Florida,USA,Tony Bancroft,Animation,120620254,Mulan,G,Ming-Na Wen,1998
2644,140000000,Touchstone Pictures,USA,Michael Bay,Action,201573391,Armageddon,PG-13,Bruce Willis,1998
2645,60000000,Paramount Pictures,USA,Peter Weir,Comedy,125618201,The Truman Show,PG,Jim Carrey,1998
2647,60000,Harvest Filmworks,USA,Darren Aronofsky,Drama,3216970,Pi,R,Sean Gullette,1998
2648,23000000,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,176484651,There's Something About Mary,R,Ben Stiller,1998
2649,45000000,Amen Ra Films,USA,Stephen Norrington,Action,70087718,Blade,R,Wesley Snipes,1998
2650,25000000,Midwinter Productions Inc.,USA,Ronny Yu,Comedy,32383850,Bride of Chucky,R,Jennifer Tilly,1998
2652,90000000,Universal Pictures,USA,Martin Brest,Drama,44619100,Meet Joe Black,PG-13,Brad Pitt,1998
2653,48000000,DiNovi Pictures,USA,Griffin Dunne,Comedy,46683377,Practical Magic,PG-13,Sandra Bullock,1998
2654,60000000,Universal Pictures,USA,Harold Becker,Action,32940507,Mercury Rising,R,Bruce Willis,1998
2655,52000000,Fox 2000 Pictures,USA,Terrence Malick,Drama,36400491,The Thin Red Line,R,Jim Caviezel,1998
2656,27000000,Mystery Clock Cinema,Australia,Alex Proyas,Mystery,14378331,Ciudad en tinieblas,R,Rufus Sewell,1998
2657,20000000,Mandalay Entertainment,USA,John McNaughton,Crime,29753944,Wild Things,R,Kevin Bacon,1998
2658,55000000,FGM Entertainment,UK,John Frankenheimer,Action,41616262,Ronin,R,Robert De Niro,1998
2659,18500000,Fear and Loathing LLC,USA,Terry Gilliam,Adventure,10680275,Fear and Loathing in Las Vegas,R,Johnny Depp,1998
2660,25000000,Universal Pictures,USA,John Madden,Comedy,100317794,Shakespeare in Love,R,Gwyneth Paltrow,1998
2661,33000000,New Line Cinema,USA,Brett Ratner,Action,141153686,Rush Hour,PG-13,Jackie Chan,1998
2662,65000000,Warner Bros.,USA,Nora Ephron,Comedy,115821495,You've Got Mail,PG,Tom Hanks,1998
2663,20000000,Robert Simonds Productions,USA,Frank Coraci,Comedy,161491646,The Waterboy,PG-13,Adam Sandler,1998
2664,75000000,Paramount Pictures,USA,Mimi Leder,Action,140464664,Deep Impact,PG-13,Robert Duvall,1998
2665,80000000,New Line Cinema,USA,Stephen Hopkins,Action,69117629,Lost in Space,PG-13,Gary Oldman,1998
2666,120000000,Pixar Animation Studios,USA,John Lasseter,Animation,162798565,A Bug's Life,G,Kevin Spacey,1998
2667,9000000,American Empirical Pictures,USA,Wes Anderson,Comedy,17105219,Rushmore,R,Jason Schwartzman,1998
2668,70000000,DreamWorks Animation,USA,Brenda Chapman,Animation,101217900,The Prince of Egypt,PG,Val Kilmer,1998
2669,15000000,Dimension Films,USA,Robert Rodriguez,Horror,40064955,The Faculty,R,Jordana Brewster,1998
2670,90000000,Touchstone Pictures,USA,Tony Scott,Action,111549836,Enemy of the State,R,Will Smith,1998
2671,85000000,Polygram Filmed Entertainment,USA,Vincent Ward,Drama,55485043,What Dreams May Come,PG-13,Robin Williams,1998
2672,48000000,Universal Pictures,USA,Steven Soderbergh,Crime,37562568,Out of Sight,R,George Clooney,1998
2673,20000000,Film Office,USA,John Carpenter,Action,20241395,Vampires,R,James Woods,1998
2674,65000000,TriStar Pictures,USA,Martin Campbell,Action,94095523,The Mask of Zorro,PG-13,Antonio Banderas,1998
2675,35000000,United Artists Corporation,USA,Randall Wallace,Action,56968902,The Man in the Iron Mask,PG-13,Leonardo DiCaprio,1998
2676,26000000,Twentieth Century Fox Film Corporation,USA,Andy Tennant,Comedy,65705771,Ever After: A Cinderella Story,PG-13,Drew Barrymore,1998
2677,18000000,Juno Pix,USA,Frank Coraci,Comedy,80245725,The Wedding Singer,PG-13,Adam Sandler,1998
2678,60000000,Universal Pictures,USA,Gus Van Sant,Horror,21456130,Psycho,R,Vince Vaughn,1998
2679,17000000,Dimension Films,USA,Steve Miner,Horror,55041738,Halloween H20: 20 Years Later,R,Jamie Lee Curtis,1998
2680,70000000,Caravan Pictures,USA,Ivan Reitman,Action,74329966,Six Days Seven Nights,PG-13,Harrison Ford,1998
2683,15000000,Metro-Goldwyn-Mayer (MGM),Australia,David Nutter,Horror,17411331,Perturbados,R,James Marsden,1998
2684,130000000,Centropolis Film Productions,USA,Roland Emmerich,Action,136314294,Godzilla,PG-13,Matthew Broderick,1998
2685,40000000,New Line Cinema,USA,Gary Ross,Comedy,40568025,Pleasantville,PG-13,Tobey Maguire,1998
2686,30000000,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,Drama,60053195,Hope Floats,PG-13,Sandra Bullock,1998
2687,60000000,Warner Bros.,UK,Paul W.S. Anderson,Action,14567883,Soldier,R,Kurt Russell,1998
2688,40000000,Universal Pictures,USA,Joe Dante,Action,54682547,Small Soldiers,PG-13,Kirsten Dunst,1998
2689,12000000,Miramax,USA,John Dahl,Crime,22905674,Rounders,R,Matt Damon,1998
2690,10000000,Columbia Pictures Corporation,USA,Harry Elfont,Comedy,25339117,Can't Hardly Wait,PG-13,Jennifer Love Hewitt,1998
2691,60000000,Warner Bros.,USA,Stuart Baird,Action,57167405,U.S. Marshals,PG-13,Tommy Lee Jones,1998
2692,6000,Next Wave Films,UK,Christopher Nolan,Crime,48482,Following,R,Jeremy Theobald,1998
2693,30000000,PolyGram Filmed Entertainment,UK,Shekhar Kapur,Biography,30082699,Elizabeth,R,Cate Blanchett,1998
2694,25000000,Art Linson Productions,USA,Alfonso CuarÛn,Drama,26333044,Great Expectations,R,Ethan Hawke,1998
2695,8000000,Robert Simonds Productions,USA,Tamra Davis,Comedy,17278980,Half Baked,R,Dave Chappelle,1998
2696,14000000,Phoenix Pictures,USA,Jamie Blanks,Horror,38072438,Urban Legend,R,Jared Leto,1998
2697,58000000,Paramount Pictures,USA,Jonathan Frakes,Action,70117571,Star Trek: Insurrection,PG,Patrick Stewart,1998
2698,28000000,Universal Pictures,USA,John Landis,Action,13979599,Blues Brothers 2000,PG-13,Dan Aykroyd,1998
2699,17000000,Broadway Pictures,USA,John Fortenberry,Comedy,30324946,A Night at the Roxbury,PG-13,Chris Kattan,1998
2700,50000000,TriStar Pictures,USA,Chris Columbus,Comedy,91137662,Stepmom,PG-13,Julia Roberts,1998
2701,140000000,Warner Bros.,USA,Richard Donner,Action,130444603,Lethal Weapon 4,R,Mel Gibson,1998
2702,90000000,Universal Pictures,USA,Tom Shadyac,Biography,135026902,Patch Adams,PG-13,Robin Williams,1998
2703,60000000,Warner Bros.,USA,Jeremiah S. Chechik,Action,23322832,The Avengers,PG-13,Ralph Fiennes,1998
2704,71500000,Twentieth Century Fox Film Corporation,USA,Betty Thomas,Comedy,144156605,Doctor Dolittle,PG-13,Eddie Murphy,1998
2705,105000000,DreamWorks,USA,Eric Darnell,Animation,90757863,Antz,PG,Woody Allen,1998
2708,73000000,Paramount Pictures,USA,Brian De Palma,Crime,55585389,Snake Eyes,R,Nicolas Cage,1998
2709,50000000,Regency Enterprises,Germany,F. Gary Gray,Action,44484065,El mediador,R,Samuel L. Jackson,1998
2710,24000000,Columbia Pictures,USA,Danny Cannon,Horror,40002112,I Still Know What You Did Last Summer,R,Jennifer Love Hewitt,1998
2711,66000000,Twentieth Century Fox Film Corporation,USA,Rob Bowman,Drama,83898313,The X Files,PG-13,David Duchovny,1998
2712,14000000,Phoenix Pictures,USA,Bryan Singer,Crime,8838938,Apt Pupil,R,Ian McKellen,1998
2713,3000000,Good Machine,USA,Todd Solondz,Comedy,2807390,Happiness,UNRATED,Jane Adams,1998
2714,55000000,Atlas Entertainment,Germany,Brad Silberling,Drama,78685114,Un ·ngel enamorado,PG-13,Nicolas Cage,1998
2715,13000000,Dollface,USA,Mark Christopher,Drama,16574731,54,R,Ryan Phillippe,1998
2716,1500000,CinÈpix Film Properties (CFP),USA,Vincent Gallo,Comedy,2375097,Buffalo '66,R,Vincent Gallo,1998
2717,60000000,Warner Bros.,USA,Andrew Davis,Crime,67638368,A Perfect Murder,R,Michael Douglas,1998
